Affymetrix Gene ID,index,Y,O2,Old,O2/Y,Old/Y,Score(d),q-value (%),FlyBase,Gene Symbol,LocusLink,EC Number,Biological Process (GO),Cellular Component (GO),Molecular Function (GO),Pathways KEGG,InterPro,Pfam,BLOCKS,SCOP
150514_at,9315,243,232,424,-1.0,1.7,6.07928162,0.012093869,FBgn0039203,CG13618,42924,,,,,,IPR004272 // Odorant binding protein,DUF233 // Odorant binding protein;1.8e-58,,
151038_at,9839,464,663,810,1.4,1.7,4.004780016,0.012093869,FBgn0040551,CG11686,50024,,,,,,,,,
146561_at,5362,565,842,987,1.5,1.7,5.030889462,0.012093869,FBgn0032900,CG14401,35358,,,,,,,,,
146768_at,5569,112,113,195,1.0,1.7,3.121393746,0.012093869,FBgn0033222,CG12824,35727,,,,,,IPR006162 // Phosphopantetheine attachment site,,,
142515_at,1316,198,155,340,-1.3,1.7,6.74408798,0.012093869,FBgn0020439,fau,41291,,,,,,,,,
154669_at,13470,1,1,2,-1.0,1.7,4.625320413,0.012093869,FBgn0031313,CG5080,33299,,,,,,,,,
146349_at,5150,79,85,135,1.1,1.7,5.512262615,0.012093869,FBgn0032536,Ance-3,34808,EC:3.4.15       ,,,4246 // peptidyl-dipeptidase A // extended:inferred from electronic annotation; Peptidase_M2; 7.9e-120 /// 4246 // peptidyl-dipeptidase A // extended:inferred from electronic annotation; Peptidase_M2; 5e-165 /// 8241 // peptidyl-dipeptidase // inferred from sequence similarity,,"IPR006025 // Neutral zinc metallopeptidases, zinc-binding region /// IPR001548 // Peptidyl-dipeptidase A (M2) metalloprotease",Peptidase_M2 // Angiotensin-converting enzyme;7.9e-120,PR00791 // Peptidyl-dipeptidase A (M2) metalloprotease family signature;2.2e-73,
146709_at,5510,1122,1241,1911,1.1,1.7,5.102451487,0.012093869,FBgn0033126,CG10106,,,,,,,,,,
153033_at,11834,1,1,2,-1.0,1.7,5.277760255,0.012093869,FBgn0038610,CG7675,42211,,,,"16491 // oxidoreductase // extended:Unknown; adh_short; 6.4e-34 /// 16614 // oxidoreductase, acting on CH-OH group of donors // inferred from sequence similarity",,IPR002198 // Short-chain dehydrogenase/reductase SDR /// IPR002347 // Glucose/ribitol dehydrogenase,adh_short // short chain dehydrogenase;6.4e-34,IPB002198 // Short-chain dehydrogenase/reductase (SDR) superfamily;0.00069,d1h5qa_ // c.2.1.2 // Mannitol dehydrogenase ;1.22e-47
153367_at,12168,371,379,629,1.0,1.7,5.393003488,0.012093869,FBgn0037977,CG3132,41457,EC:3.2.1.23     ,,5764 // lysosome // inferred from sequence similarity,4565 // beta-galactosidase // inferred from sequence similarity,MAP00052 // Galactose metabolism /// MAP00511 // N-Glycan degradation /// MAP00531 // Glycosaminoglycan degradation /// MAP00561 // Glycerolipid metabolism /// MAP00600 // Sphingoglycolipid metabolism,"IPR001944 // Glycoside hydrolase, family 35",Glyco_hydro_35 // Glycosyl hydrolases family 35;1.2e-126,IPB001944 // Glycoside hydrolase family 35;1.8e-101,
146710_at,5511,173,243,293,1.4,1.7,5.547991957,0.012093869,FBgn0033127,Tsp42Ef,35615,,,16021 // integral to membrane // inferred from sequence similarity,,,IPR000301 // CD9/CD37/CD63 antigen,transmembrane4 // Tetraspanin family;2.1e-31,IPB000301 // Transmembrane 4 family;3.9e-35,
150532_at,9333,1,1,2,1.2,1.7,3.541965188,0.012093869,FBgn0039238,CG7016,42968,,,,,,IPR002965 // Proline-rich extensin,,IPB001073 // Complement C1q protein;0.00067,
153798_at,12599,350,519,585,1.5,1.7,4.476145953,0.012093869,FBgn0035715,CG10103,38750,,,,,,IPR005061 // Eukaryotic protein of unknown function DUF292,"DUF292 // Eukaryotic protein of unknown function, DUF2;3.7e-75",,
148258_at,7059,1,1,2,-1.1,1.7,2.166149352,0.03365406,FBgn0035672,CG6600,38690,,,,5215 // transporter // extended:inferred from electronic annotation; sugar_tr; 3.1e-07 /// 8513 // organic cation porter // inferred from sequence similarity,,IPR005828 // General substrate transporter,sugar_tr // Sugar (and other) transporter;3.1e-07,IPB003662 // General substrate transporters;0.0044,
148088_at,6889,93,110,155,1.2,1.7,1.864332984,0.113709548,FBgn0035413,CG14958,38387,,,,,,IPR001230 // Prenyl group binding site (CAAX box),,,
152759_at,11560,768,751,1277,-1.0,1.7,5.369991697,0.012093869,FBgn0032774,CG17549,35212,,,,,,,,,
151431_at,10232,36,41,60,1.1,1.7,2.652437726,0.012093869,FBgn0040970,CG15492,50444,,,,,,,,,
141469_at,270,235,220,388,-1.1,1.7,7.733988734,0.012093869,FBgn0029744,CG11706,,,,,,,,,,
153296_at,12097,1462,1562,2408,1.1,1.6,1.825441846,0.255501987,FBgn0025885,Inos,35671,EC:5.5.1.4      ,,,4512 // inositol-3-phosphate synthase // non-traceable author statement /// 4512 // inositol-3-phosphate synthase // inferred from direct assay /// 4512 // inositol-3-phosphate synthase // inferred from sequence similarity,MAP00521 // Streptomycin biosynthesis /// MAP00562 // Inositol phosphate metabolism,IPR002587 // Myo-inositol-1-phosphate synthase,Inos-1-P_synth // Myo-inositol-1-phosphate synthase;4.8e-234,IPB002587 // Myo-inositol-1-phosphate synthase;3.5e-145,
143953_at,2754,281,318,462,1.1,1.6,7.599127058,0.012093869,FBgn0022213,Cas,35016,,6611 // protein-nucleus export // inferred from mutant phenotype /// 6606 // protein-nucleus import // non-traceable author statement /// 6611 // protein-nucleus export // non-traceable author statement /// 6915 // apoptosis // inferred from sequence similarity,5737 // cytoplasm // non-traceable author statement /// 5634 // nucleus // non-traceable author statement,8565 // protein transporter // extended:inferred from electronic annotation; IBN_NT; 3e-19 /// 8262 // importin-alpha export receptor // non-traceable author statement,,"IPR005043 // CAS/CSE protein C-terminal /// IPR001494 // Importin-beta, N-terminal","IBN_NT // Importin-beta N-terminal domain;3e-19  /// CAS_CSE1 // CAS/CSE protein, C-terminus;0",,
154671_at,13472,329,338,540,1.0,1.6,5.763861833,0.012093869,FBgn0039094,CG10184,42783,EC:4.1.2.5      ,,,4793 // threonine aldolase // inferred from sequence similarity,"MAP00260 // Glycine, serine and threonine metabolism",,,,d1jg8a_ // c.67.1.1 // Low-specificity threonine aldolase ;1.08e-70
152721_at,11522,180,228,295,1.3,1.6,4.131060824,0.012093869,FBgn0020416,Idgf1,34978,EC:3.2.1.14     ,,5576 // extracellular // inferred from direct assay,16787 // hydrolase // extended:Unknown; Glyco_hydro_18; 2.2e-84 /// 8084 // imaginal disc growth factor // inferred from direct assay /// 4568 // chitinase // inferred from sequence similarity,MAP00530 // Aminosugars metabolism,"IPR001223 // Glycoside hydrolase, family 18",Glyco_hydro_18 // Glycosyl hydrolases family 18;2.2e-84,IPB001223 // Glycosyl hydrolases family 18;2.9e-32,"d1e9la1 // c.1.8.5 // Chitinase-like lectin ym1, saccharide binding domain ;1.06e-65"
151019_at,9820,1563,1964,2553,1.3,1.6,4.942346532,0.012093869,FBgn0040532,CG8369,50005,,,,,,"IPR002350 // Serine protease inhibitor, Kazal type",,,
142878_at,1679,559,429,913,-1.3,1.6,4.493534381,0.012093869,FBgn0030932,CG6461,32839,EC:2.3.2.2      ,,,3840 // gamma-glutamyl transferase // inferred from sequence similarity,MAP00430 // Taurine and hypotaurine metabolism /// MAP00450 // Selenoamino acid metabolism /// MAP00460 // Cyanoamino acid metabolism /// MAP00480 // Glutathione metabolism /// MAP00590 // Prostaglandin and leukotriene metabolism,IPR000101 // Gamma-glutamyltranspeptidase,G_glu_transpept // Gamma-glutamyltranspeptidase;1.6e-150,IPB000101 // Gamma-glutamyltranspeptidase;3.2e-54,
149722_at,8523,754,1092,1229,1.4,1.6,2.438232781,0.012093869,FBgn0037973,CG18547,41452,,,,,,IPR001395 // Aldo/keto reductase,aldo_ket_red // Aldo/keto reductase family;4.2e-21,IPB001395 // Aldo/keto reductase family;5.6e-11,d1exba_ // c.1.7.1 // Voltage-dependent K+ channel beta subunit ;4.49e-67
145684_at,4485,337,234,549,-1.4,1.6,6.99392296,0.012093869,FBgn0031489,CG17224,33510,EC:2.4.2.3      ,,,3824 // enzyme // extended:inferred from electronic annotation; PNP_UDP_1; 0.0038 /// 4850 // uridine phosphorylase // inferred from sequence similarity,MAP00240 // Pyrimidine metabolism,"IPR000845 // Purine and other phosphorylases, family 1",PNP_UDP_1 // Phosphorylase family;0.0038,"IPB000845 // Purine and other phosphorylases, family 1;8e-26","d1k9sa_ // c.56.2.1 // Purine nucleoside phosphorylase, PNP ;8.58e-42"
151210_at,10011,1588,1333,2581,-1.2,1.6,6.930839982,0.012093869,FBgn0040735,CG16836,50208,,,,,,,,,
152559_at,11360,2,2,3,-1.1,1.6,3.411895669,0.012093869,FBgn0003965,v,32026,EC:1.13.11.11   ,6727 // ommochrome biosynthesis // inferred from mutant phenotype /// 6727 // ommochrome biosynthesis // non-traceable author statement,,"4833 // tryptophan 2,3 dioxygenase // inferred from sequence similarity",MAP00380 // Tryptophan metabolism,"IPR004981 // Tryptophan 2,3-dioxygenase","Trp_dioxygenase // Tryptophan 2,3-dioxygenase;3.8e-219",,
141581_at,382,10,7,16,-1.4,1.6,2.424591072,0.012093869,FBgn0034063,CG8389,36764,,,,15355 // monocarboxylate porter // inferred from sequence similarity,,,,IPB002932 // Conserved region in glutamate synthase;0.0088,
154318_at,13119,30,30,48,1.0,1.6,8.465014793,0.012093869,FBgn0033304,Cyp6a13,35837,,6118 // electron transport // extended:Unknown; p450; 2.6e-98,16020 // membrane // non-traceable author statement /// 5792 // microsome // non-traceable author statement,15034 // cytochrome P450 // inferred from sequence similarity /// 15034 // cytochrome P450 // non-traceable author statement,,"IPR001128 // Cytochrome P450 /// IPR002401 // E-class P450, group I",p450 // Cytochrome P450;2.6e-98,IPB001128 // none;3.9e-07,d1jpza_ // a.104.1.1 // Cytochrome P450 bm-3 ;5.3e-119
143147_at,1948,340,256,545,-1.3,1.6,2.140323264,0.03365406,FBgn0000565,Eip71CD,39675,EC:1.8.4.6      ,96 // sulfur amino acid metabolism // non-traceable author statement,,8113 // protein-methionine-S-oxide reductase // non-traceable author statement /// 8113 // protein-methionine-S-oxide reductase // inferred from sequence similarity,,IPR002569 // Peptide methionine sulfoxide reductase,PMSR // Peptide methionine sulfoxide reductase;1.1e-69  /// PMSR // Peptide methionine sulfoxide reductase;5.7e-77,IPB002569 // Peptide methionine sulfoxide reductase;1.3e-33,d1fvga_ // d.58.28.1 // Peptide methionine sulfoxide reductase ;5.79e-42  /// d1fvga_ // d.58.28.1 // Peptide methionine sulfoxide reductase ;8.16e-45  /// d1fvga_ // d.58.28.1 // Peptide methionine sulfoxide reductase ;1.33e-14
147029_s_at,5830,462,383,741,-1.2,1.6,3.773095179,0.012093869,FBgn0033643,CG7801,,,,,,,,,,
141661_at,462,134,189,214,1.4,1.6,3.4204089,0.012093869,FBgn0010278,Ssrp,37767,,,5730 // nucleolus // non-traceable author statement /// 5634 // nucleus // non-traceable author statement /// 5730 // nucleolus // inferred from sequence similarity,3697 // single-stranded DNA binding // non-traceable author statement /// 3677 // DNA binding // extended:inferred from electronic annotation; SSrecog; 8.7e-160 /// 3697 // single-stranded DNA binding // inferred from sequence similarity /// 3727 // single-stranded RNA binding // inferred from sequence similarity /// 217 // DNA secondary structure binding // inferred from sequence similarity /// 3727 // single-stranded RNA binding // non-traceable author statement,,IPR000910 // HMG1/2 (high mobility group) box /// IPR000969 // Structure-specific recognition protein,HMG_box // HMG (high mobility group) box;1.2e-32  /// SSrecog // Structure-specific recognition protein;8.7e-160,IPB000167 // Dehydrin;0.0012,d1qrva_ // a.21.1.1 // HMG-D ;7.49e-22
147126_i_at,5927,243,260,388,1.1,1.6,2.440247692,0.012093869,FBgn0033788,CG13323,36433,,,,,,,,,
147470_at,6271,251,325,401,1.3,1.6,4.02321591,0.012093869,FBgn0034399,CG15083,37175,,,,,,,,,
147224_at,6025,68,70,109,1.0,1.6,4.571951553,0.012093869,FBgn0033970,CG10205,36650,,,,,,,,,
147028_i_at,5829,1175,913,1870,-1.3,1.6,2.446265021,0.012093869,FBgn0033643,CG7801,,,,,,,,,,
142969_at,1770,186,177,296,-1.1,1.6,3.949969403,0.012093869,FBgn0004629,Cys,41767,,,,4869 // cysteine protease inhibitor // inferred from sequence similarity /// 4869 // cysteine protease inhibitor // non-traceable author statement,,IPR000010 // Cysteine proteases inhibitor /// IPR003244 // Sarcocystatin,cystatin // Cystatin domain;2.2e-18,IPB000010 // Cysteine proteases inhibitor;2.4e-07,d1eqka_ // d.17.1.2 // Phytocystatin ;1.75e-20
143401_at,2202,73,104,116,1.4,1.6,2.308269127,0.012093869,FBgn0003961,Uro,34060,EC:1.7.3.3      ,19428 // allantoin biosynthesis // traceable author statement,5777 // peroxisome // non-traceable author statement,4846 // urate oxidase // inferred from sequence similarity /// 4846 // urate oxidase // non-traceable author statement,MAP00230 // Purine metabolism,IPR002042 // Uricase,Uricase // Uricase;3e-140,IPB002042 // Uricase;1.1e-99,d1uox_1 // d.96.1.4 // Urate oxidase (uricase) ;2.56e-47
147319_at,6120,443,591,704,1.3,1.6,2.712032015,0.012093869,FBgn0034140,CG8317,36853,,,,,,,,,
149491_at,8292,74,80,118,1.1,1.6,4.36542093,0.012093869,FBgn0037577,CG7443,40992,,,,,,IPR002965 // Proline-rich extensin,,IPB001422 // Neuromodulin (GAP-43);0.0062,
146848_at,5649,333,381,529,1.1,1.6,2.717832237,0.012093869,FBgn0033353,CG13749,35894,,,,,,,,,
153963_at,12764,222,319,351,1.4,1.6,3.004651758,0.012093869,FBgn0035114,CG16971,38038,,,,,,,,,
153858_at,12659,242,355,381,1.5,1.6,3.789071255,0.012093869,FBgn0000308,chic,33834,,7300 // nurse cell/oocyte transport // inferred from mutant phenotype /// 7391 // dorsal closure // traceable author statement /// 7015 // actin filament organization // traceable author statement /// 8154 // actin polymerization and/or depolymerization // non-traceable author statement /// 30041 // actin filament polymerization // traceable author statement,,"3779 // actin binding // non-traceable author statement /// 5546 // phosphatidylinositol-4,5-bisphosphate binding // non-traceable author statement /// 3779 // actin binding // inferred from sequence similarity",,IPR002097 // Profilin/allergen /// IPR005455 // Plant profilin,profilin // Profilin;1.5e-65,IPB002097 // Profilin;1.3e-45,d1acf__ // d.110.1.1 // Profilin (actin-binding protein) ;1.49e-44
142206_s_at,1007,2330,1678,3663,-1.4,1.6,4.397767949,0.012093869,FBgn0039613,CG14527,43412,EC:3.4.24       ,,,4245 // neprilysin // extended:inferred from electronic annotation; Peptidase_M13; 1.2e-41 /// 4222 // metalloendopeptidase // inferred from sequence similarity,,"IPR001230 // Prenyl group binding site (CAAX box) /// IPR000718 // Neprilysin (CD10) /// IPR006025 // Neutral zinc metallopeptidases, zinc-binding region",Peptidase_M13 // Peptidase family M13;1.2e-41,PR00786 // Neprilysin metalloprotease (M13) family signature;5.9e-10,d1dmta_ // d.92.1.4 // Neutral endopeptidase (neprilysin) ;1.92e-177
152618_at,11419,1132,1268,1770,1.1,1.6,2.664788242,0.012093869,FBgn0033134,Tsp42El,35622,,,16021 // integral to membrane // inferred from sequence similarity,,,IPR000301 // CD9/CD37/CD63 antigen,transmembrane4 // Tetraspanin family;1.6e-36,IPB000301 // Transmembrane 4 family;8.3e-31,
152581_at,11382,70,70,109,1.0,1.6,3.860816717,0.012093869,FBgn0038298,CG18525,,,,,,,,,,
145500_at,4301,1,1,1,1.1,1.6,4.086100369,0.012093869,FBgn0031207,CG13356,33154,EC:1            ,,,16491 // oxidoreductase // inferred from sequence similarity,,,,,
143470_at,2271,841,819,1309,-1.0,1.6,2.489749953,0.012093869,FBgn0004431,LysX,38122,EC:3.2.1.17     ,6960 // antimicrobial humoral response (sensu Invertebrata) // non-traceable author statement,5576 // extracellular // extended:inferred from electronic annotation; lys; 5e-55,3793 // defense/immunity protein // inferred from sequence similarity /// 3796 // lysozyme // non-traceable author statement /// 3796 // lysozyme // inferred from sequence similarity,,"IPR001916 // Glycoside hydrolase, family 22 /// IPR000974 // Glycoside hydrolase, family 22, lysozyme",lys // C-type lysozyme/alpha-lactalbumin family;5e-55,IPB001916 // Glycoside hydrolase family 22;2.1e-36,d1gd6a_ // d.2.1.2 // Lysozyme ;3.28e-37
151901_at,10702,35,29,54,-1.2,1.6,4.355823035,0.012093869,FBgn0025878,wrapper,37555,,,,,,"IPR003600 // Immunoglobulin-like /// IPR003961 // Fibronectin, type III /// IPR003598 // Immunoglobulin C-2 type /// IPR003006 // Immunoglobulin/major histocompatibility complex",fn3 // Fibronectin type III domain;0.029  /// ig // Immunoglobulin domain;3.4e-14,IPB003006 // Immunoglobulin and major histocompatibility complex domain;0.0077,
149741_at,8542,230,206,357,-1.1,1.6,5.554308107,0.012093869,FBgn0038002,CG12256,41483,EC:3.4.21       ,,,4252 // serine-type endopeptidase // inferred from sequence similarity /// 4295 // trypsin // extended:inferred from electronic annotation; rypsin; 1.4e-54,,"IPR001314 // Chymotrypsin serine protease, family S1 /// IPR001254 // Serine protease, trypsin family",trypsin // Trypsin;1.4e-54,"IPB000126 // Serine proteases, V8 family;2e-08",
152351_at,11152,2517,2948,3906,1.2,1.6,5.360276779,0.012093869,FBgn0035950,CG5288,39031,EC:2.7.1.6      ,,,4335 // galactokinase // inferred from sequence similarity,MAP00052 // Galactose metabolism,"IPR000705 // Galactokinase /// IPR001745 // GHMP kinase, ATP-binding region /// IPR001459 // Mevalonate kinase",GHMP_kinases // GHMP kinases putative ATP-binding protei;8e-92,,
143321_at,2122,2131,2282,3299,1.1,1.5,6.384200111,0.012093869,FBgn0003250,Rh4,39887,,7186 // G-protein coupled receptor protein signaling pathway // inferred from sequence similarity /// 7602 // phototransduction // inferred from direct assay /// 7602 // phototransduction // non-traceable author statement /// 9589 // perception of UV // traceable author statement,16021 // integral to membrane // inferred from sequence similarity /// 16021 // integral to membrane // non-traceable author statement,15064 // UV-sensitive opsin // traceable author statement /// 1584 // rhodopsin-like receptor // extended:inferred from electronic annotation; 7tm_1; 1.6e-58 /// 4930 // G-protein coupled receptor // non-traceable author statement /// 15064 // UV-sensitive opsin // non-traceable author statement /// 15053 // opsin // inferred from sequence similarity /// 15064 // UV-sensitive opsin // inferred from direct assay /// 16016 // short-wave-sensitive opsin // traceable author statement,,IPR000856 // Opsin RH3/RH4 /// IPR000276 // Rhodopsin-like GPCR superfamily /// IPR001760 // Opsin,7tm_1 // 7 transmembrane receptor (rhodopsin family);1.6e-58,IPB000276 // Rhodopsin-like GPCR superfamily;6.9e-15,d1hzxa_ // f.2.1.1 // Rhodopsin ;3.97e-71
148639_at,7440,4231,4996,6547,1.2,1.5,3.328438211,0.012093869,FBgn0036262,CG6910,39391,,,,,,,,,
150964_at,9765,70,90,109,1.3,1.5,4.067817231,0.012093869,FBgn0039888,CG1487,,,,,,,,,,
149964_at,8765,1,1,1,1.1,1.5,2.898944348,0.012093869,FBgn0038346,CG14872,41893,,,,,,,,,d1ew3a_ // b.60.1.1 // Lipocalin allergen ;5.15e-16  /// d1ew3a_ // b.60.1.1 // Lipocalin allergen ;1.98e-20
